set,sim,fiber_fraction,box_x,box_y,box_z,fiber_clearance,random_seed,length_type,length_const,length_min,length_scale,length_mean,width_to_thickness,thickness,incl_type,incl_kappa,azim_kappa,deviation_magnitude,twistrate,orientation_dependency,case,fiber_modulus,matrix_modulus,E1,E2,E3,G12,G13,G23,v12,v13,v23
Set5_new,sim009_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,3,28.0,1.0,2.06244,2.0606,5.31932,0.76902,1.00575,1.00309,0.3409,0.13836,0.13774
Set5_new,sim009_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,4,32.0,1.0,2.09028,2.08776,5.79046,0.77869,1.03659,1.03349,0.34172,0.13148,0.13088
Set5_new,sim009_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,5,40.0,1.0,2.13346,2.13014,6.63003,0.7936,1.0859,1.08228,0.34326,0.1207,0.12011
Set5_new,sim009_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.85,6,48.0,1.0,2.16467,2.16102,7.32857,0.80449,1.12277,1.11889,0.3445,0.11295,0.11233
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.13893,1.14126,1.23457,0.42767,0.43452,0.43596,0.33398,0.2973,0.29737
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.22618,1.23169,1.63606,0.45481,0.47554,0.4791,0.35369,0.24356,0.24383
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.25572,1.26237,1.89379,0.4627,0.49083,0.49521,0.36381,0.21705,0.21731
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,1.27135,1.27861,2.07705,0.46659,0.49947,0.50427,0.36986,0.20142,0.20164
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,1.27677,1.28425,2.15057,0.46791,0.50258,0.50753,0.37205,0.19578,0.19597
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,1.28493,1.29273,2.27233,0.46985,0.5074,0.51256,0.37542,0.18711,0.18726
Set5_new,sim010_10,0.1,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,1.29082,1.29887,2.36936,0.47123,0.51099,0.5163,0.3779,0.18075,0.18085
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.29886,1.29236,1.4751,0.48586,0.50356,0.49968,0.33299,0.27592,0.27582
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.50241,1.48519,2.32462,0.55085,0.60593,0.59552,0.35597,0.20452,0.20444
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.57035,1.54889,2.89602,0.57107,0.64658,0.63344,0.36591,0.17342,0.17354
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,1.60563,1.58193,3.3159,0.58134,0.67006,0.65545,0.37138,0.15615,0.15639
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,1.61775,1.5933,3.48769,0.58485,0.67862,0.6635,0.37328,0.15008,0.15036
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,1.63588,1.61031,3.77658,0.59008,0.69197,0.67609,0.37612,0.14094,0.14127
Set5_new,sim010_20,0.2,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,1.64891,1.62256,4.01081,0.59384,0.70201,0.68559,0.37814,0.13436,0.1347
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.47092,1.47197,1.7277,0.55669,0.57709,0.57761,0.3269,0.26059,0.26054
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.81826,1.82222,3.10217,0.68264,0.75412,0.75629,0.34498,0.18216,0.18195
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.93858,1.94406,4.08286,0.72556,0.82864,0.83191,0.35169,0.14988,0.1496
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,2.00204,2.00843,4.83528,0.74811,0.87286,0.87688,0.3551,0.13231,0.13199
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,2.02402,2.03075,5.15136,0.75592,0.88922,0.89353,0.35622,0.12619,0.12586
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,2.0571,2.06434,5.69409,0.76768,0.915,0.91977,0.35784,0.11701,0.11666
Set5_new,sim010_30,0.3,300,300,400,2,3,constant,100.0,,,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,2.08101,2.08866,6.14476,0.77621,0.9346,0.93973,0.35894,0.11042,0.11007
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.14033,1.14093,1.24627,0.42641,0.43546,0.43537,0.3352,0.29492,0.29474
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.23224,1.23416,1.74522,0.45185,0.48115,0.48029,0.3594,0.23101,0.23021
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.26503,1.26765,2.13408,0.45913,0.50098,0.49936,0.37283,0.19688,0.19564
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,1.28291,1.28597,2.45273,0.46273,0.51358,0.51131,0.38115,0.17595,0.17441
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,1.28921,1.29243,2.5921,0.46395,0.51848,0.51593,0.38422,0.16825,0.16659
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,1.29878,1.30226,2.83926,0.46576,0.52653,0.52346,0.38899,0.15629,0.15442
Set5_new,sim011_10,0.1,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,1.30576,1.30943,3.0522,0.46706,0.53295,0.52943,0.39253,0.14741,0.14539
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.29631,1.29457,1.49938,0.48418,0.50256,0.50103,0.33461,0.27164,0.27138
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.49754,1.49325,2.54605,0.54627,0.60815,0.60335,0.36155,0.18908,0.18811
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.5656,1.56033,3.39359,0.56532,0.65508,0.64834,0.37369,0.15197,0.15063
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,1.6013,1.59549,4.11016,0.57498,0.68517,0.67702,0.38045,0.13109,0.12952
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,1.61365,1.60763,4.43009,0.57828,0.69694,0.68821,0.38281,0.12373,0.12208
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,1.63219,1.62586,5.00755,0.58322,0.71639,0.70666,0.38633,0.11261,0.11083
Set5_new,sim011_20,0.2,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,1.64558,1.639,5.51566,0.58679,0.73206,0.72149,0.38883,0.1046,0.10272
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,0,4.0,1.0,1.4747,1.46965,1.75948,0.55382,0.57921,0.57696,0.32943,0.25616,0.2562
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,1,12.0,1.0,1.83153,1.81606,3.39749,0.67502,0.76804,0.76189,0.35191,0.1685,0.16858
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,2,20.0,1.0,1.95704,1.93674,4.76767,0.7161,0.85564,0.84804,0.36061,0.13178,0.13201
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,3,28.0,1.0,2.02373,2.00063,5.9598,0.73775,0.91236,0.90417,0.3651,0.11169,0.11204
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,4,32.0,1.0,2.04694,2.02282,6.50269,0.74528,0.93465,0.92631,0.36659,0.1047,0.10508
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,5,40.0,1.0,2.08195,2.05627,7.49999,0.75667,0.97162,0.96315,0.36873,0.09422,0.09467
Set5_new,sim011_30,0.3,400,400,600,2,3,constant,200.0,,,200.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.96,6,48.0,1.0,2.10738,2.08053,8.39682,0.76497,1.00154,0.99308,0.37016,0.08672,0.08722
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.14262,1.14034,1.19767,0.42986,0.43985,0.43859,0.32771,0.30795,0.30794
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.239,1.23344,1.47938,0.46265,0.49951,0.49574,0.3353,0.27497,0.27442
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,1.27536,1.26856,1.65716,0.47427,0.52982,0.5245,0.33964,0.25692,0.25583
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,1.29653,1.28902,1.78816,0.48089,0.55044,0.54399,0.34239,0.24536,0.24383
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,1.30435,1.29658,1.84242,0.48332,0.5587,0.55178,0.34341,0.24098,0.23926
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,1.31671,1.30853,1.93501,0.48715,0.57248,0.56478,0.34503,0.23399,0.23193
Set5_new,sim012_10,0.1,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,1.32617,1.31766,2.01161,0.49008,0.58365,0.57532,0.34623,0.22863,0.2263
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.2991,1.29866,1.40551,0.49152,0.50965,0.50919,0.32227,0.29202,0.29191
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.51507,1.51439,2.00464,0.5717,0.64348,0.64125,0.32868,0.246,0.24524
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,1.59747,1.59699,2.39385,0.60251,0.71408,0.71018,0.33163,0.22352,0.22219
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,1.64557,1.64532,2.68754,0.62074,0.76329,0.7579,0.33321,0.20999,0.20821
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,1.66341,1.66326,2.81114,0.62758,0.78331,0.77724,0.33373,0.20501,0.20304
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,1.69178,1.69178,3.02497,0.63854,0.81724,0.80991,0.33446,0.19723,0.19495
Set5_new,sim012_20,0.2,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,1.71367,1.71379,3.20489,0.64707,0.84522,0.83678,0.33492,0.19141,0.18888
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,0,4.0,1.0,1.45771,1.45942,1.58672,0.55523,0.58327,0.58324,0.31236,0.28524,0.28444
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,1,12.0,1.0,1.84487,1.83931,2.58952,0.69996,0.80351,0.79963,0.31782,0.22536,0.2247
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,2,20.0,1.0,2.03614,2.02522,3.27311,0.77327,0.94239,0.93719,0.31634,0.20152,0.20071
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,3,28.0,1.0,2.12724,2.11282,3.76321,0.80834,1.02567,1.01944,0.31505,0.1889,0.18781
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,4,32.0,1.0,2.15931,2.14353,3.97893,0.82047,1.05735,1.05041,0.31487,0.18385,0.18264
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,5,40.0,1.0,2.20842,2.19059,4.36497,0.83883,1.1079,1.09946,0.31502,0.17537,0.17393
Set5_new,sim012_30,0.3,300,300,1500,2,3,exponential,,10.0,90.0,100.0,2,10,mises-fisher,10,0.2,0.35,0.0,0.66,6,48.0,1.0,2.24482,2.22555,4.70047,0.85234,1.14671,1.13676,0.31549,0.16855,0.1669
