fiber_fraction,Ef_Em,width_to_thickness_ratio,length_value,theta,length_distribution_type,sim,random_seed,box_x,box_z,E1_Em,E2_Em,E3_Em,G12_Em,G13_Em,G23_Em,v12,v13,v23,L_band
0.25,4.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.39667,1.38939,1.62773,0.52071,0.54371,0.54013,0.33424,0.26324,0.26367,medium
0.25,12.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.69099,1.66842,2.75231,0.61418,0.68948,0.67715,0.35905,0.1862,0.18752,medium
0.25,20.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.79409,1.76436,3.49312,0.64512,0.75019,0.73289,0.36856,0.15486,0.15678,medium
0.25,28.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.84821,1.8144,4.02737,0.66107,0.78557,0.7651,0.37356,0.13792,0.1402,medium
0.25,32.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.86682,1.83155,4.24323,0.66652,0.79848,0.77679,0.37526,0.13205,0.13447,medium
0.25,40.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.89454,1.85705,4.6023,0.67461,0.81855,0.79494,0.37777,0.12329,0.12593,medium
0.25,48.0,3.0,100.0,0,constant,sim016_25,3,250,400,1.9143,1.87519,4.88952,0.68037,0.83355,0.80847,0.37952,0.11706,0.11985,medium
0.3,4.0,3.0,100.0,0,constant,sim016_30,3,250,400,1.49017,1.4764,1.76361,0.55939,0.58612,0.57817,0.33407,0.25544,0.25507,medium
0.3,12.0,3.0,100.0,0,constant,sim016_30,3,250,400,1.8683,1.82694,3.17801,0.68884,0.77957,0.75582,0.36077,0.17551,0.17469,medium
0.3,20.0,3.0,100.0,0,constant,sim016_30,3,250,400,2.00298,1.94926,4.14191,0.73382,0.86251,0.83111,0.37038,0.14369,0.14307,medium
0.3,28.0,3.0,100.0,0,constant,sim016_30,3,250,400,2.07417,2.01354,4.85342,0.75746,0.91151,0.87558,0.37529,0.12662,0.12618,medium
0.3,32.0,3.0,100.0,0,constant,sim016_30,3,250,400,2.09872,2.03566,5.14489,0.76561,0.92951,0.89193,0.37693,0.12073,0.12036,medium
0.3,40.0,3.0,100.0,0,constant,sim016_30,3,250,400,2.13539,2.06867,5.63494,0.77778,0.95766,0.91752,0.37932,0.11196,0.11171,medium
0.3,48.0,3.0,100.0,0,constant,sim016_30,3,250,400,2.16159,2.09224,6.03166,0.78648,0.97883,0.93678,0.38097,0.10574,0.10556,medium
0.1,4.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.14167,1.14373,1.23282,0.42767,0.436,0.43746,0.334,0.29797,0.29809,medium
0.1,12.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.23415,1.23899,1.60308,0.45592,0.48132,0.4847,0.35217,0.24868,0.2488,medium
0.1,20.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.26576,1.27159,1.82304,0.46449,0.4989,0.50287,0.36109,0.22517,0.22515,medium
0.1,28.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.28243,1.28874,1.97186,0.46879,0.50886,0.51308,0.36632,0.21151,0.21138,medium
0.1,32.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.28819,1.29466,2.0299,0.47024,0.51244,0.51673,0.36821,0.20661,0.20644,medium
0.1,40.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.29683,1.30351,2.124,0.4724,0.51796,0.52234,0.3711,0.19911,0.19889,medium
0.1,48.0,3.0,100.0,10,constant,sim017_10,3,250,400,1.30304,1.30985,2.19723,0.47393,0.52204,0.52647,0.37321,0.19363,0.19338,medium
0.15,4.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.21683,1.22101,1.3492,0.45623,0.46759,0.4703,0.33342,0.28653,0.28674,medium
0.15,12.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.36219,1.37266,1.91809,0.50314,0.53951,0.54584,0.35322,0.22658,0.22678,medium
0.15,20.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.4117,1.42464,2.26638,0.51795,0.56806,0.57554,0.36216,0.19976,0.19963,medium
0.15,28.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.43768,1.45197,2.50708,0.52552,0.5844,0.59238,0.36721,0.18461,0.18422,medium
0.15,32.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.44665,1.4614,2.60215,0.5281,0.59031,0.59843,0.36899,0.17925,0.17875,medium
0.15,40.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.46008,1.47554,2.75783,0.53195,0.59945,0.60776,0.37168,0.17112,0.17045,medium
0.15,48.0,3.0,100.0,10,constant,sim017_15,3,250,400,1.46974,1.4857,2.88036,0.5347,0.60624,0.61467,0.37362,0.16522,0.16442,medium
0.2,4.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.30034,1.29791,1.47571,0.4858,0.50527,0.50322,0.3334,0.2761,0.27592,medium
0.2,12.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.51055,1.50347,2.2833,0.55237,0.61387,0.60763,0.35496,0.20836,0.20816,medium
0.2,20.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.58276,1.5736,2.79515,0.57384,0.65797,0.64968,0.36387,0.17933,0.17936,medium
0.2,28.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.62072,1.61035,3.15653,0.58492,0.68335,0.67383,0.36871,0.16323,0.16347,medium
0.2,32.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.63384,1.62303,3.30101,0.58872,0.69255,0.68258,0.37039,0.15757,0.1579,medium
0.2,40.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.6535,1.642,3.53976,0.59441,0.70679,0.69613,0.37289,0.14903,0.14952,medium
0.2,48.0,3.0,100.0,10,constant,sim017_20,3,250,400,1.66764,1.65564,3.7296,0.59851,0.7174,0.70622,0.37467,0.14286,0.14348,medium
0.25,4.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.38636,1.3854,1.6006,0.52079,0.54162,0.54232,0.3315,0.26744,0.268,medium
0.25,12.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.67045,1.66753,2.64811,0.61735,0.6872,0.68959,0.3519,0.19505,0.19647,medium
0.25,20.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.77096,1.76726,3.33235,0.65022,0.74819,0.75175,0.35953,0.16506,0.16676,medium
0.25,28.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.82453,1.82047,3.82586,0.66754,0.78382,0.78824,0.36345,0.14865,0.15047,medium
0.25,32.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.84317,1.83901,4.02571,0.67355,0.79683,0.8016,0.36477,0.14292,0.14477,medium
0.25,40.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.87127,1.86697,4.35925,0.68259,0.8171,0.82246,0.36668,0.1343,0.13618,medium
0.25,48.0,3.0,100.0,10,constant,sim017_25,3,250,400,1.89161,1.88725,4.62749,0.68913,0.83228,0.83813,0.368,0.1281,0.13,medium
0.3,4.0,3.0,100.0,10,constant,sim017_30,3,250,400,1.47769,1.47492,1.72713,0.5546,0.58083,0.58064,0.3283,0.26075,0.26143,medium
0.3,12.0,3.0,100.0,10,constant,sim017_30,3,250,400,1.84383,1.83573,3.03759,0.67993,0.76942,0.76999,0.34731,0.18509,0.18737,medium
0.3,20.0,3.0,100.0,10,constant,sim017_30,3,250,400,1.97572,1.96534,3.92449,0.72409,0.85076,0.85223,0.35411,0.15404,0.15718,medium
0.3,28.0,3.0,100.0,10,constant,sim017_30,3,250,400,2.04656,2.03496,4.58021,0.74774,0.89899,0.9012,0.35752,0.13708,0.14073,medium
0.3,32.0,3.0,100.0,10,constant,sim017_30,3,250,400,2.07132,2.0593,4.84966,0.75602,0.91675,0.91927,0.35865,0.13115,0.13499,medium
0.3,40.0,3.0,100.0,10,constant,sim017_30,3,250,400,2.10872,2.0961,5.30444,0.76855,0.94457,0.94764,0.36026,0.12225,0.12637,medium
0.3,48.0,3.0,100.0,10,constant,sim017_30,3,250,400,2.13588,2.12285,5.67479,0.77767,0.96554,0.96905,0.36136,0.11584,0.12017,medium
0.1,4.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.14235,1.14244,1.23292,0.42814,0.43576,0.43669,0.33479,0.29742,0.29803,medium
0.1,12.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.23518,1.23564,1.59741,0.45705,0.47972,0.4824,0.35383,0.24784,0.24952,medium
0.1,20.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.2667,1.26733,1.80986,0.46586,0.49622,0.49984,0.36295,0.22449,0.22656,medium
0.1,28.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.28325,1.28394,1.95182,0.47027,0.50537,0.5096,0.36824,0.21102,0.2133,medium
0.1,32.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.28895,1.28966,2.00677,0.47176,0.50862,0.51308,0.37013,0.2062,0.20856,medium
0.1,40.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.29747,1.29821,2.09536,0.47396,0.51358,0.51843,0.37301,0.19887,0.20133,medium
0.1,48.0,3.0,100.0,20,constant,sim018_10,3,250,400,1.30358,1.30432,2.16384,0.47551,0.51721,0.52237,0.37511,0.19352,0.19607,medium
0.15,4.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.21622,1.22226,1.35699,0.45629,0.46762,0.47068,0.33454,0.28475,0.28491,medium
0.15,12.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.35915,1.37582,1.95013,0.50288,0.53865,0.54624,0.35591,0.22228,0.22258,medium
0.15,20.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.40725,1.42834,2.3159,0.51743,0.56633,0.57573,0.36544,0.19463,0.19475,medium
0.15,28.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.43226,1.45578,2.56904,0.52477,0.58195,0.59236,0.37077,0.17913,0.1791,medium
0.15,32.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.44084,1.4652,2.66899,0.52726,0.58756,0.59832,0.37265,0.17367,0.17358,medium
0.15,40.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.45363,1.47925,2.83251,0.53094,0.59617,0.60748,0.37547,0.16542,0.16523,medium
0.15,48.0,3.0,100.0,20,constant,sim018_15,3,250,400,1.46276,1.48928,2.96098,0.53356,0.60252,0.61425,0.37749,0.15947,0.1592,medium
0.2,4.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.30214,1.29943,1.4795,0.48532,0.5045,0.50298,0.33362,0.27527,0.27532,medium
0.2,12.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.51546,1.50773,2.29735,0.55158,0.61139,0.60728,0.35591,0.20641,0.2066,medium
0.2,20.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.58871,1.57872,2.81435,0.57288,0.65444,0.64945,0.36522,0.17709,0.17748,medium
0.2,28.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.62704,1.61574,3.1778,0.58382,0.67907,0.67375,0.37029,0.16092,0.16146,medium
0.2,32.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.64022,1.62846,3.32262,0.58755,0.68797,0.68257,0.37206,0.15526,0.15586,medium
0.2,40.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.65991,1.64742,3.56116,0.59312,0.70171,0.69624,0.37469,0.14675,0.14745,medium
0.2,48.0,3.0,100.0,20,constant,sim018_20,3,250,400,1.674,1.66097,3.75006,0.5971,0.71191,0.70642,0.37657,0.14063,0.14141,medium
0.25,4.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.38889,1.38314,1.60601,0.51808,0.54068,0.53983,0.33228,0.26612,0.26714,medium
0.25,12.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.67622,1.65846,2.6722,0.61014,0.68324,0.68248,0.35443,0.19165,0.19476,medium
0.25,20.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.77703,1.75378,3.36842,0.64088,0.7423,0.74242,0.36293,0.16094,0.1651,medium
0.25,28.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.83027,1.80396,3.86911,0.6569,0.77667,0.7776,0.36737,0.14421,0.14897,medium
0.25,32.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.84867,1.8213,4.07132,0.66241,0.7892,0.79049,0.36887,0.13839,0.14335,medium
0.25,40.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.87624,1.84729,4.40792,0.67066,0.8087,0.8106,0.37107,0.12966,0.13494,medium
0.25,48.0,3.0,100.0,20,constant,sim018_25,3,250,400,1.89604,1.86597,4.67764,0.67659,0.82328,0.82569,0.37259,0.12341,0.1289,medium
0.3,4.0,3.0,100.0,20,constant,sim018_30,3,250,400,1.47958,1.4793,1.73808,0.55463,0.57991,0.57946,0.32884,0.25941,0.25931,medium
0.3,12.0,3.0,100.0,20,constant,sim018_30,3,250,400,1.84537,1.84599,3.07517,0.67898,0.76384,0.76316,0.34817,0.18322,0.1827,medium
0.3,20.0,3.0,100.0,20,constant,sim018_30,3,250,400,1.97571,1.97733,3.97618,0.72223,0.84158,0.84137,0.35503,0.15246,0.15166,medium
0.3,28.0,3.0,100.0,20,constant,sim018_30,3,250,400,2.04503,2.04741,4.63867,0.74514,0.88708,0.88746,0.35847,0.13581,0.13483,medium
0.3,32.0,3.0,100.0,20,constant,sim018_30,3,250,400,2.06908,2.07177,4.90979,0.75309,0.90372,0.90437,0.35961,0.13003,0.12898,medium
0.3,40.0,3.0,100.0,20,constant,sim018_30,3,250,400,2.1052,2.10842,5.36566,0.76505,0.92962,0.93079,0.36125,0.12137,0.12021,medium
0.3,48.0,3.0,100.0,20,constant,sim018_30,3,250,400,2.13123,2.13487,5.73511,0.77368,0.94903,0.95064,0.36237,0.11517,0.11393,medium
0.1,4.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.14484,1.14525,1.26609,0.4286,0.435,0.43516,0.33655,0.29062,0.29054,long
0.1,12.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.2417,1.24277,1.86725,0.45527,0.47537,0.4755,0.36593,0.2153,0.21497,long
0.1,20.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.27657,1.2779,2.3828,0.4626,0.49215,0.49204,0.38246,0.17503,0.17453,long
0.1,28.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.29559,1.29706,2.83831,0.4661,0.50333,0.50296,0.39273,0.15038,0.14977,long
0.1,32.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.30228,1.30379,3.04772,0.46726,0.5079,0.5074,0.39653,0.14132,0.14066,long
0.1,40.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.3124,1.31397,3.43546,0.46894,0.51577,0.51503,0.40243,0.12726,0.12653,long
0.1,48.0,1.0,200.0,0,constant,sim019_10,3,300,600,1.31973,1.32135,3.7874,0.47011,0.52245,0.52149,0.40681,0.11684,0.11606,long
0.15,4.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.22457,1.22387,1.40092,0.45763,0.46812,0.46766,0.33627,0.27697,0.27698,long
0.15,12.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.37556,1.37371,2.31635,0.50171,0.53464,0.53335,0.36701,0.18971,0.18973,long
0.15,20.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.42664,1.42433,3.11206,0.51424,0.56232,0.56056,0.38241,0.14809,0.14814,long
0.15,28.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.45332,1.45076,3.82339,0.52029,0.58057,0.57844,0.3914,0.1241,0.12416,long
0.15,32.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.46249,1.45984,4.15302,0.52231,0.58799,0.5857,0.39462,0.11554,0.11561,long
0.15,40.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.47616,1.47338,4.76784,0.52524,0.60074,0.59815,0.39951,0.10253,0.10261,long
0.15,48.0,1.0,200.0,0,constant,sim019_15,3,300,600,1.48593,1.48304,5.33094,0.5273,0.61155,0.60871,0.40306,0.09309,0.09318,long
0.2,4.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.30747,1.3071,1.53647,0.48978,0.50325,0.50285,0.33457,0.26605,0.26594,long
0.2,12.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.51796,1.51692,2.77027,0.55641,0.60006,0.59853,0.36374,0.17306,0.1727,long
0.2,20.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.58735,1.58603,3.84976,0.57619,0.64042,0.63803,0.37713,0.13205,0.13159,long
0.2,28.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.62288,1.62141,4.82043,0.58589,0.66666,0.66356,0.38465,0.10926,0.10875,long
0.2,32.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.63496,1.63343,5.27215,0.58914,0.67724,0.67382,0.38729,0.10128,0.10074,long
0.2,40.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.65285,1.65123,6.11802,0.5939,0.69532,0.6913,0.39125,0.08928,0.0887,long
0.2,48.0,1.0,200.0,0,constant,sim019_20,3,300,600,1.66552,1.66384,6.89667,0.59725,0.71058,0.70603,0.39407,0.08068,0.08007,long
0.25,4.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.39499,1.39487,1.67282,0.52388,0.54037,0.54045,0.33171,0.25718,0.25723,long
0.25,12.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.67459,1.67429,3.23858,0.61704,0.67232,0.67275,0.35777,0.16118,0.16127,long
0.25,20.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.76688,1.76652,4.62684,0.64582,0.72799,0.72877,0.36893,0.1209,0.12098,long
0.25,28.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.814,1.81362,5.88891,0.66016,0.764,0.76513,0.37499,0.09901,0.09906,long
0.25,32.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.83,1.8296,6.48061,0.66498,0.77846,0.77974,0.37708,0.09142,0.09145,long
0.25,40.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.85367,1.85326,7.59594,0.67208,0.8031,0.80468,0.38017,0.08008,0.0801,long
0.25,48.0,1.0,200.0,0,constant,sim019_25,3,300,600,1.87045,1.87003,8.63116,0.67711,0.82388,0.82573,0.38233,0.07202,0.07201,long
0.3,4.0,1.0,200.0,0,constant,sim019_30,3,300,600,1.4949,1.49515,1.81273,0.56373,0.58344,0.58304,0.32622,0.25083,0.25058,long
0.3,12.0,1.0,200.0,0,constant,sim019_30,3,300,600,1.86889,1.86963,3.72612,0.69468,0.76485,0.76241,0.34604,0.15436,0.15361,long
0.3,20.0,1.0,200.0,0,constant,sim019_30,3,300,600,1.99563,1.99655,5.44324,0.73752,0.84368,0.83905,0.3541,0.11485,0.11387,long
0.3,28.0,1.0,200.0,0,constant,sim019_30,3,300,600,2.06083,2.06181,7.02089,0.7593,0.89459,0.88785,0.35837,0.09357,0.09246,long
0.3,32.0,1.0,200.0,0,constant,sim019_30,3,300,600,2.08303,2.08401,7.76607,0.76669,0.91494,0.90719,0.35982,0.08623,0.08506,long
0.3,40.0,1.0,200.0,0,constant,sim019_30,3,300,600,2.11593,2.11691,9.1805,0.77764,0.9495,0.93983,0.36194,0.07528,0.07405,long
0.3,48.0,1.0,200.0,0,constant,sim019_30,3,300,600,2.1393,2.14024,10.50494,0.78542,0.97853,0.96706,0.36339,0.06752,0.06623,long
0.1,4.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.13808,1.13812,1.238,0.42654,0.43407,0.43365,0.33363,0.29652,0.29623,long
0.1,12.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.23216,1.23253,1.7557,0.4535,0.48009,0.4783,0.35752,0.23029,0.22905,long
0.1,20.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.26698,1.26759,2.1988,0.4613,0.50167,0.49886,0.37204,0.19261,0.19077,long
0.1,28.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.28649,1.28724,2.59155,0.46517,0.51647,0.51287,0.3814,0.16874,0.1665,long
0.1,32.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.29348,1.29427,2.77255,0.46649,0.52252,0.51859,0.38492,0.15981,0.15742,long
0.1,40.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.30421,1.30507,3.10843,0.46844,0.53288,0.52836,0.39046,0.14579,0.14315,long
0.1,48.0,1.0,200.0,10,constant,sim020_10,3,300,600,1.31214,1.31303,3.41412,0.46985,0.54157,0.53656,0.39462,0.13526,0.13243,long
0.15,4.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.21229,1.21221,1.35972,0.4548,0.46558,0.46538,0.33321,0.28402,0.2839,long
0.15,12.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.35716,1.35712,2.1481,0.49977,0.53847,0.5377,0.3588,0.20554,0.205,long
0.15,20.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.40773,1.40777,2.82702,0.51328,0.57247,0.57138,0.37254,0.1658,0.165,long
0.15,28.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.43487,1.43497,3.43226,0.52007,0.59567,0.59444,0.38082,0.14217,0.14121,long
0.15,32.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.44437,1.44449,3.71236,0.52239,0.60515,0.60388,0.38383,0.1336,0.13258,long
0.15,40.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.45874,1.45889,4.23427,0.52586,0.62139,0.62011,0.38844,0.12044,0.11933,long
0.15,48.0,1.0,200.0,10,constant,sim020_15,3,300,600,1.46921,1.46937,4.71175,0.52836,0.63503,0.63379,0.39181,0.11077,0.10962,long
0.2,4.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.2913,1.29139,1.48278,0.48498,0.49903,0.4989,0.33104,0.27404,0.27395,long
0.2,12.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.49528,1.49546,2.55256,0.55157,0.6032,0.60242,0.35499,0.18891,0.18864,long
0.2,20.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.5651,1.56527,3.48327,0.57228,0.65217,0.65065,0.36685,0.14896,0.14856,long
0.2,28.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.60195,1.60209,4.32041,0.58282,0.68565,0.68339,0.3737,0.12608,0.12559,long
0.2,32.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.61473,1.61485,4.71027,0.58643,0.69934,0.69674,0.37613,0.11794,0.11742,long
0.2,40.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.63397,1.63405,5.4409,0.59183,0.72284,0.71959,0.37979,0.10559,0.105,long
0.2,48.0,1.0,200.0,10,constant,sim020_20,3,300,600,1.6479,1.64792,6.11421,0.59574,0.74264,0.7388,0.3824,0.09665,0.09601,long
0.25,4.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.37537,1.37492,1.60609,0.5178,0.53444,0.53506,0.32779,0.26585,0.26629,long
0.25,12.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.64983,1.64841,2.96041,0.61154,0.67429,0.67768,0.34815,0.17713,0.17861,long
0.25,20.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.74439,1.74264,4.14891,0.64203,0.73996,0.74603,0.35753,0.13744,0.13942,long
0.25,28.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.79419,1.79236,5.22633,0.65779,0.78442,0.79293,0.36274,0.11521,0.11746,long
0.25,32.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.81144,1.80962,5.73087,0.66322,0.80252,0.81216,0.36454,0.10738,0.10973,long
0.25,40.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.83738,1.83561,6.68121,0.67139,0.83347,0.84525,0.36719,0.09558,0.09807,long
0.25,48.0,1.0,200.0,10,constant,sim020_25,3,300,600,1.85614,1.85446,7.56266,0.67732,0.85951,0.87326,0.36903,0.08709,0.08968,long
0.3,4.0,1.0,200.0,10,constant,sim020_30,3,300,600,1.46753,1.46931,1.7,0.55531,0.57358,0.5752,0.32086,0.26124,0.26138,long
0.3,12.0,1.0,200.0,10,constant,sim020_30,3,300,600,1.8234,1.82873,3.35877,0.68239,0.75861,0.76244,0.3376,0.17126,0.1716,long
0.3,20.0,1.0,200.0,10,constant,sim020_30,3,300,600,1.95958,1.96566,4.8741,0.73054,0.85018,0.85625,0.34268,0.13204,0.13315,long
0.3,28.0,1.0,200.0,10,constant,sim020_30,3,300,600,2.0195,2.02598,6.20401,0.75112,0.90368,0.91173,0.34544,0.11152,0.11274,long
0.3,32.0,1.0,200.0,10,constant,sim020_30,3,300,600,2.04304,2.04945,6.8312,0.75904,0.92606,0.93477,0.34669,0.10397,0.1051,long
0.3,40.0,1.0,200.0,10,constant,sim020_30,3,300,600,2.08367,2.09007,7.99079,0.77285,0.9651,0.97467,0.34886,0.09219,0.09316,long
0.3,48.0,1.0,200.0,10,constant,sim020_30,3,300,600,2.11747,2.12448,9.01281,0.78475,0.99785,1.0079,0.35044,0.08352,0.08449,long
0.1,4.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.13892,1.13874,1.24473,0.42654,0.43322,0.43332,0.33471,0.29458,0.29469,long
0.1,12.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.23384,1.23327,1.78758,0.45308,0.47531,0.47595,0.36085,0.22447,0.2249,long
0.1,20.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.26873,1.26794,2.25363,0.46061,0.49376,0.49494,0.3764,0.18525,0.1859,long
0.1,28.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.28806,1.28714,2.66682,0.46428,0.50614,0.50778,0.38631,0.16067,0.16147,long
0.1,32.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.29492,1.29396,2.85723,0.46551,0.51118,0.51302,0.39002,0.15151,0.15238,long
0.1,40.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.30539,1.30436,3.21059,0.46732,0.51979,0.52199,0.39584,0.13719,0.13816,long
0.1,48.0,1.0,200.0,20,constant,sim021_10,3,300,600,1.31305,1.31196,3.53219,0.46861,0.52702,0.52953,0.4002,0.12649,0.12753,long
0.15,4.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.21324,1.21272,1.36822,0.45438,0.46447,0.46433,0.33438,0.28193,0.28205,long
0.15,12.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.35877,1.35739,2.19089,0.49824,0.5326,0.53239,0.36209,0.19997,0.20031,long
0.15,20.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.40903,1.40732,2.90257,0.51108,0.5629,0.56273,0.3767,0.15919,0.15959,long
0.15,28.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.43571,1.43382,3.53793,0.51741,0.58333,0.58318,0.38543,0.13517,0.13559,long
0.15,32.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.44497,1.44301,3.83219,0.51954,0.59166,0.59151,0.38859,0.12651,0.12693,long
0.15,40.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.4589,1.45684,4.38082,0.52268,0.60594,0.60581,0.39343,0.11326,0.11366,long
0.15,48.0,1.0,200.0,20,constant,sim021_15,3,300,600,1.46894,1.46681,4.88312,0.52492,0.61799,0.61787,0.39696,0.10357,0.10396,long
0.2,4.0,1.0,200.0,20,constant,sim021_20,3,300,600,1.29152,1.29152,1.49354,0.48486,0.49774,0.49755,0.33264,0.27166,0.27156,long
0.2,12.0,1.0,200.0,20,constant,sim021_20,3,300,600,1.49427,1.49438,2.60854,0.55053,0.59596,0.59484,0.359,0.18334,0.18303,long
0.2,20.0,1.0,200.0,20,constant,sim021_20,3,300,600,1.56265,1.56283,3.58429,0.57053,0.63998,0.63782,0.37176,0.14263,0.1422,long
0.2,28.0,1.0,200.0,20,constant,sim021_20,3,300,600,1.59826,1.5985,4.46411,0.58053,0.66955,0.66634,0.37907,0.11952,0.11904,long
