fiber_fraction,Ef_Em,width_to_thickness_ratio,length_value,theta,length_distribution_type,sim,random_seed,box_x,box_z,E1_Em,E2_Em,E3_Em,G12_Em,G13_Em,G23_Em,v12,v13,v23,L_band
0.3,32.0,1.0,50.0,0,exponential,sim001_30,1,150,1500,2.0857,2.07976,5.04916,0.77629,0.87452,0.87305,0.34289,0.12513,0.12567,short
0.3,40.0,1.0,50.0,0,exponential,sim001_30,1,150,1500,2.11899,2.11271,5.56625,0.78773,0.8959,0.89441,0.34448,0.1155,0.11608,short
0.3,48.0,1.0,50.0,0,exponential,sim001_30,1,150,1500,2.14253,2.13602,5.99702,0.79579,0.9119,0.91041,0.34562,0.10856,0.10916,short
0.1,4.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.1381,1.1379,1.22696,0.4268,0.43351,0.43361,0.33305,0.29876,0.29889,short
0.1,12.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.22355,1.22294,1.60709,0.4524,0.47161,0.47217,0.35176,0.24679,0.24732,short
0.1,20.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.25246,1.25162,1.85801,0.45955,0.48537,0.48635,0.3621,0.21982,0.22062,short
0.1,28.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.26798,1.26701,2.04513,0.46301,0.49317,0.49446,0.36865,0.20313,0.2041,short
0.1,32.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.27343,1.27241,2.12306,0.46417,0.496,0.49744,0.37112,0.1969,0.19794,short
0.1,40.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.28172,1.28062,2.25655,0.46586,0.50044,0.50211,0.37504,0.18707,0.18822,short
0.1,48.0,1.0,50.0,10,exponential,sim002_10,1,150,1500,1.28778,1.28663,2.36754,0.46705,0.50379,0.50567,0.37803,0.17963,0.18086,short
0.15,4.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.21164,1.21125,1.3423,0.45413,0.46441,0.46449,0.33253,0.28722,0.28741,short
0.15,12.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.34441,1.34313,1.92737,0.49549,0.52558,0.52622,0.3534,0.22393,0.2247,short
0.15,20.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.38795,1.38621,2.32163,0.50735,0.54824,0.54942,0.36398,0.1936,0.19472,short
0.15,28.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.41073,1.40873,2.61992,0.51316,0.56124,0.56286,0.37039,0.17558,0.17692,short
0.15,32.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.41861,1.41653,2.74524,0.5151,0.56601,0.56782,0.37276,0.169,0.17042,short
0.15,40.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.43046,1.42825,2.96145,0.51795,0.57351,0.57565,0.37645,0.15876,0.16031,short
0.15,48.0,1.0,50.0,10,exponential,sim002_15,1,150,1500,1.43902,1.43672,3.14269,0.51997,0.57922,0.58164,0.37922,0.15113,0.15276,short
0.2,4.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.28886,1.28951,1.44127,0.48546,0.49777,0.49767,0.32792,0.28133,0.28107,short
0.2,12.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.48306,1.48512,2.18155,0.55211,0.59069,0.58971,0.3443,0.21629,0.21534,short
0.2,20.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.54698,1.54967,2.66545,0.57261,0.62614,0.62437,0.35235,0.18672,0.1854,short
0.2,28.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.58008,1.58313,3.02157,0.58288,0.64637,0.644,0.35712,0.1697,0.16814,short
0.2,32.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.59145,1.59461,3.16831,0.58635,0.65373,0.6511,0.35886,0.16359,0.16195,short
0.2,40.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.60844,1.61178,3.41719,0.59149,0.6652,0.66214,0.36154,0.15421,0.15245,short
0.2,48.0,1.0,50.0,10,exponential,sim002_20,1,150,1500,1.62064,1.62409,3.62141,0.59514,0.67383,0.67041,0.36352,0.14733,0.14547,short
0.25,4.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.37286,1.37356,1.55733,0.51857,0.53281,0.53328,0.32468,0.27361,0.27364,short
0.25,12.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.63635,1.63858,2.51503,0.61216,0.65844,0.65962,0.33878,0.20377,0.20378,short
0.25,20.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.72441,1.72739,3.15529,0.64213,0.70739,0.70867,0.34538,0.17301,0.17295,short
0.25,28.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.77007,1.77352,3.63387,0.65735,0.73552,0.73674,0.34923,0.15556,0.15543,short
0.25,32.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.78574,1.78936,3.83295,0.66252,0.74578,0.74694,0.35062,0.14934,0.14918,short
0.25,40.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.80914,1.81304,4.17322,0.67019,0.76182,0.76285,0.35274,0.13984,0.13963,short
0.25,48.0,1.0,50.0,10,exponential,sim002_25,3,150,1500,1.82591,1.83002,4.45497,0.67565,0.77393,0.77481,0.3543,0.1329,0.13264,short
0.3,4.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,1.46235,1.4625,1.67922,0.55315,0.57016,0.56984,0.32097,0.26679,0.26662,short
0.3,12.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,1.80476,1.80493,2.87725,0.67627,0.73262,0.73166,0.33239,0.1937,0.19331,short
0.3,20.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,1.92076,1.9208,3.69345,0.71676,0.79671,0.79554,0.33754,0.16227,0.16185,short
0.3,28.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,1.98094,1.98086,4.31076,0.73746,0.83353,0.83232,0.34051,0.14463,0.14424,short
0.3,32.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,2.00157,2.00143,4.56936,0.74451,0.84693,0.84575,0.34158,0.13837,0.138,short
0.3,40.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,2.03232,2.03209,5.01381,0.75497,0.86785,0.86676,0.34321,0.12884,0.12851,short
0.3,48.0,1.0,50.0,10,exponential,sim002_30,1,150,1500,2.05431,2.05399,5.38417,0.76242,0.88359,0.88261,0.34441,0.1219,0.1216,short
0.1,4.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.13987,1.14013,1.23183,0.42724,0.43374,0.43405,0.33314,0.29787,0.29798,short
0.1,12.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.22746,1.22809,1.6278,0.45316,0.47176,0.47273,0.3524,0.24399,0.24442,short
0.1,20.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.25714,1.25794,1.89166,0.46036,0.48553,0.48682,0.36303,0.21621,0.21677,short
0.1,28.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.27301,1.27394,2.08922,0.46382,0.49342,0.49486,0.36972,0.19912,0.19972,short
0.1,32.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.27856,1.27955,2.17163,0.46497,0.49632,0.4978,0.37223,0.19277,0.19337,short
0.1,40.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.28696,1.28807,2.31292,0.46663,0.5009,0.50241,0.3762,0.18281,0.18338,short
0.1,48.0,1.0,50.0,20,exponential,sim003_10,1,150,1500,1.29306,1.29428,2.43043,0.46779,0.5044,0.50591,0.37921,0.17529,0.17583,short
0.15,4.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.21563,1.21531,1.35222,0.45573,0.46557,0.4655,0.3329,0.28566,0.28573,short
0.15,12.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.35305,1.35208,1.96869,0.49871,0.52729,0.52759,0.35469,0.21979,0.22017,short
0.15,20.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.39823,1.39688,2.38855,0.51108,0.54982,0.55071,0.36564,0.18847,0.18915,short
0.15,28.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.42179,1.42017,2.70756,0.5171,0.56259,0.5641,0.37225,0.16997,0.17089,short
0.15,32.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.42991,1.42819,2.84183,0.51911,0.56725,0.56905,0.37468,0.16323,0.16426,short
0.15,40.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.44209,1.44018,3.07374,0.52204,0.57454,0.57688,0.37846,0.15278,0.154,short
0.15,48.0,1.0,50.0,20,exponential,sim003_15,1,150,1500,1.45085,1.44879,3.26832,0.5241,0.58006,0.5829,0.38129,0.14502,0.14639,short
0.2,4.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.29025,1.28973,1.44767,0.48532,0.49724,0.49672,0.32879,0.2799,0.27979,short
0.2,12.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.48631,1.48505,2.21191,0.55147,0.5878,0.58566,0.34668,0.21248,0.21199,short
0.2,20.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.55067,1.5492,2.71621,0.57164,0.62163,0.61831,0.35535,0.18202,0.18131,short
0.2,28.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.58383,1.58226,3.08901,0.58167,0.64073,0.63652,0.36046,0.16458,0.16372,short
0.2,32.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.59517,1.59357,3.24295,0.58504,0.64765,0.64307,0.36231,0.15834,0.15742,short
0.2,40.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.61204,1.6104,3.50439,0.58999,0.65838,0.65317,0.36516,0.1488,0.14778,short
0.2,48.0,1.0,50.0,20,exponential,sim003_20,1,150,1500,1.62407,1.62241,3.71916,0.59349,0.66643,0.6607,0.36726,0.14182,0.14072,short
0.25,4.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.37314,1.37343,1.56527,0.51823,0.53194,0.53191,0.32581,0.27203,0.2719,short
0.25,12.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.63598,1.63672,2.55189,0.6107,0.65391,0.65365,0.34163,0.20003,0.19965,short
0.25,20.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.72322,1.72416,3.21504,0.64,0.70039,0.6998,0.34892,0.16865,0.16814,short
0.25,28.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.76815,1.76921,3.71087,0.65476,0.72681,0.72589,0.35312,0.15098,0.15039,short
0.25,32.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.7835,1.7846,3.91696,0.65975,0.73639,0.73533,0.35463,0.14471,0.14408,short
0.25,40.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.80631,1.80748,4.26875,0.66711,0.75132,0.74996,0.35694,0.13518,0.1345,short
0.25,48.0,1.0,50.0,20,exponential,sim003_25,3,150,1500,1.82255,1.82377,4.55942,0.67232,0.76253,0.7609,0.35862,0.12823,0.12751,short
0.3,4.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,1.46371,1.46365,1.68795,0.5534,0.56959,0.56931,0.32185,0.26525,0.26516,short
0.3,12.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,1.8086,1.80858,2.92376,0.67701,0.72975,0.72887,0.33445,0.18998,0.18971,short
0.3,20.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,1.92552,1.92555,3.77557,0.71769,0.79235,0.79118,0.34001,0.15784,0.1575,short
0.3,28.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,1.98603,1.9861,4.42349,0.73845,0.82816,0.82684,0.34318,0.13991,0.13954,short
0.3,32.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,2.00673,2.0068,4.69565,0.7455,0.84118,0.83981,0.34431,0.13357,0.13319,short
0.3,40.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,2.0375,2.03758,5.16421,0.75594,0.86147,0.86005,0.34602,0.12396,0.12357,short
0.3,48.0,1.0,50.0,20,exponential,sim003_30,1,150,1500,2.05942,2.0595,5.55529,0.76335,0.87673,0.87527,0.34727,0.11698,0.11659,short
0.1,4.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.14129,1.14303,1.22971,0.42798,0.43435,0.43528,0.33372,0.29842,0.29836,short
0.1,12.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.22846,1.23248,1.5795,0.45464,0.47225,0.47442,0.35201,0.25018,0.24993,short
0.1,20.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.25726,1.26211,1.78765,0.46217,0.48525,0.48786,0.36139,0.22661,0.22617,short
0.1,28.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.27232,1.2776,1.93216,0.46579,0.49223,0.49508,0.36711,0.21249,0.21191,short
0.1,32.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.27751,1.28294,1.98976,0.46699,0.49468,0.49761,0.36922,0.20731,0.20667,short
0.1,40.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.28527,1.29093,2.08504,0.46871,0.49839,0.50147,0.37252,0.19927,0.19854,short
0.1,48.0,2.0,50.0,0,exponential,sim004_10,1,150,1500,1.29082,1.29664,2.16104,0.46991,0.5011,0.50428,0.37499,0.19327,0.19248,short
0.15,4.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.21776,1.21924,1.34681,0.45658,0.4662,0.4668,0.33359,0.2868,0.28666,short
0.15,12.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.35534,1.35929,1.88646,0.50039,0.52788,0.52886,0.3545,0.22777,0.22723,short
0.15,20.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.40002,1.40502,2.21422,0.51317,0.54981,0.55057,0.36436,0.20083,0.19998,short
0.15,28.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.42297,1.42858,2.44469,0.5194,0.56185,0.5623,0.37015,0.18524,0.18416,short
0.15,32.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.4308,1.43662,2.53723,0.52146,0.56613,0.56643,0.37225,0.17962,0.17845,short
0.15,40.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.44241,1.44856,2.69108,0.52446,0.57269,0.5727,0.37549,0.17099,0.16967,short
0.15,48.0,2.0,50.0,0,exponential,sim004_15,1,150,1500,1.45065,1.45705,2.81451,0.52654,0.57753,0.57729,0.37788,0.16465,0.16321,short
0.2,4.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.30053,1.2999,1.46841,0.48749,0.50054,0.50023,0.33266,0.27675,0.27678,short
0.2,12.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.49874,1.49719,2.2181,0.55214,0.59023,0.58897,0.3547,0.2102,0.21014,short
0.2,20.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.56341,1.56161,2.68478,0.57171,0.62286,0.62089,0.36443,0.18118,0.181,short
0.2,28.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.5965,1.59461,3.018,0.58137,0.64089,0.63837,0.36999,0.16474,0.16445,short
0.2,32.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.60775,1.60583,3.15298,0.5846,0.64732,0.64456,0.37198,0.15888,0.15854,short
0.2,40.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.62438,1.62245,3.37897,0.58931,0.6572,0.65403,0.37502,0.14995,0.14953,short
0.2,48.0,2.0,50.0,0,exponential,sim004_20,1,150,1500,1.63615,1.63422,3.56171,0.59261,0.66451,0.661,0.37725,0.14342,0.14294,short
0.25,4.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.39398,1.3932,1.58298,0.52471,0.53937,0.53942,0.32789,0.27084,0.27109,short
0.25,12.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.67492,1.67242,2.49631,0.62179,0.66717,0.66726,0.34569,0.20361,0.20427,short
0.25,20.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.76963,1.76638,3.04426,0.65323,0.71527,0.71535,0.35307,0.1754,0.17625,short
0.25,28.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.8185,1.81484,3.42269,0.66917,0.74185,0.74188,0.35714,0.1598,0.16073,short
0.25,32.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.83515,1.83135,3.57254,0.67456,0.75127,0.75128,0.35857,0.15432,0.15528,short
0.25,40.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.8598,1.8558,3.81861,0.6825,0.76563,0.7656,0.36072,0.14605,0.14705,short
0.25,48.0,2.0,50.0,0,exponential,sim004_25,3,150,1500,1.87723,1.87309,4.01297,0.68808,0.77613,0.77605,0.36227,0.14009,0.14112,short
0.3,4.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,1.48241,1.48179,1.72306,0.55797,0.57518,0.57491,0.32741,0.26111,0.26116,short
0.3,12.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,1.83484,1.83307,2.9492,0.67991,0.73384,0.73352,0.34693,0.18633,0.18668,short
0.3,20.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,1.95443,1.95217,3.7501,0.71979,0.79449,0.79455,0.35466,0.15527,0.15586,short
0.3,28.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,2.01623,2.01371,4.3398,0.74005,0.82853,0.82909,0.3589,0.13803,0.13881,short
0.3,32.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,2.0373,2.03469,4.58313,0.7469,0.84075,0.84156,0.36039,0.13194,0.13281,short
0.3,40.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,2.06852,2.06577,4.99657,0.75699,0.85958,0.86091,0.36263,0.12271,0.12372,short
0.3,48.0,2.0,50.0,0,exponential,sim004_30,1,150,1500,2.09062,2.08778,5.33675,0.76409,0.87356,0.87538,0.36425,0.11601,0.11714,short
0.1,4.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.14262,1.14029,1.21515,0.4283,0.43562,0.43455,0.33188,0.30201,0.30212,short
0.1,12.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.23295,1.22706,1.51316,0.45625,0.47668,0.47385,0.34643,0.26122,0.26153,short
0.1,20.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.26266,1.25539,1.67554,0.46438,0.49099,0.48739,0.35373,0.24166,0.24216,short
0.1,28.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.27809,1.27009,1.78166,0.46835,0.49864,0.49459,0.35811,0.23013,0.23077,short
0.1,32.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.2834,1.27514,1.82244,0.46968,0.5013,0.49709,0.35971,0.22595,0.22664,short
0.1,40.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.29132,1.28268,1.88798,0.47162,0.50533,0.50086,0.36218,0.21951,0.22028,short
0.1,48.0,2.0,50.0,10,exponential,sim005_10,1,150,1500,1.29698,1.28808,1.93857,0.47298,0.50823,0.50358,0.36402,0.21475,0.21559,short
0.15,4.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.21639,1.21609,1.33758,0.4564,0.4668,0.4672,0.33302,0.28855,0.28891,short
0.15,12.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.35182,1.35119,1.84585,0.50015,0.53009,0.53155,0.35262,0.23256,0.2336,short
0.15,20.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.39582,1.39508,2.14922,0.51305,0.55281,0.55495,0.36186,0.20679,0.20814,short
0.15,28.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.41859,1.41781,2.36099,0.51941,0.56527,0.56788,0.3673,0.19176,0.19328,short
0.15,32.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.42641,1.42561,2.44578,0.52155,0.56969,0.57249,0.36929,0.18631,0.1879,short
0.15,40.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.43809,1.43727,2.58659,0.52468,0.57646,0.57958,0.37235,0.1779,0.17959,short
0.15,48.0,2.0,50.0,10,exponential,sim005_15,1,150,1500,1.44646,1.44563,2.69954,0.52688,0.58144,0.58481,0.37463,0.17167,0.17343,short
0.2,4.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.29702,1.29447,1.45292,0.48585,0.50099,0.49973,0.33156,0.2796,0.27974,short
0.2,12.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.49075,1.48449,2.15095,0.54884,0.59314,0.59014,0.3516,0.21741,0.2178,short
0.2,20.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.55399,1.54635,2.57649,0.568,0.62717,0.62372,0.3605,0.18994,0.1905,short
0.2,28.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.58661,1.57826,2.87776,0.57757,0.64601,0.64249,0.36563,0.1742,0.17487,short
0.2,32.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.59778,1.58919,2.9994,0.5808,0.65272,0.64923,0.36748,0.16855,0.16926,short
0.2,40.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.61443,1.60549,3.2028,0.58557,0.66301,0.65963,0.37031,0.15987,0.16065,short
0.2,48.0,2.0,50.0,10,exponential,sim005_20,1,150,1500,1.62634,1.61716,3.36724,0.58894,0.6706,0.66737,0.3724,0.15347,0.1543,short
0.25,4.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.38596,1.38415,1.5589,0.5226,0.53756,0.53706,0.32673,0.27437,0.27443,short
0.25,12.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.66036,1.65447,2.40446,0.61885,0.66604,0.66488,0.3427,0.21161,0.21193,short
0.25,20.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.75336,1.74554,2.90136,0.65035,0.71512,0.71376,0.34934,0.18492,0.18548,short
0.25,28.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.80175,1.79281,3.24132,0.6665,0.74248,0.74105,0.35303,0.17001,0.17075,short
0.25,32.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.81835,1.80902,3.37539,0.67201,0.75223,0.75078,0.35433,0.16474,0.16555,short
0.25,40.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.84309,1.83317,3.59512,0.6802,0.76715,0.76569,0.35628,0.15674,0.15767,short
0.25,48.0,2.0,50.0,10,exponential,sim005_25,3,150,1500,1.86076,1.85041,3.76849,0.68602,0.77813,0.77666,0.35769,0.15092,0.15195,short
0.3,4.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,1.48093,1.47656,1.71639,0.55518,0.57518,0.5732,0.32715,0.26193,0.26206,short
0.3,12.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,1.83267,1.81972,2.92405,0.6731,0.73531,0.72976,0.34648,0.18807,0.18842,short
0.3,20.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,1.95188,1.9352,3.70818,0.7113,0.7969,0.78966,0.35421,0.1574,0.15787,short
0.3,28.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,2.01346,1.99476,4.28338,0.73067,0.83158,0.8233,0.35846,0.1404,0.1409,short
0.3,32.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,2.03446,2.01506,4.52026,0.73723,0.84405,0.83537,0.35996,0.13439,0.13491,short
0.3,40.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,2.06559,2.04516,4.92219,0.74688,0.86329,0.85398,0.36223,0.12529,0.12581,short
0.3,48.0,2.0,50.0,10,exponential,sim005_30,1,150,1500,2.08766,2.0665,5.25246,0.75369,0.87758,0.86779,0.36388,0.11869,0.11919,short
0.1,4.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.1423,1.14261,1.21694,0.42842,0.43491,0.43569,0.33142,0.3016,0.30194,short
0.1,12.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.23211,1.23246,1.51884,0.45645,0.47455,0.47675,0.34556,0.25994,0.2611,short
0.1,20.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.26158,1.26182,1.68275,0.46458,0.48818,0.49105,0.35276,0.2401,0.24166,short
0.1,28.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.27682,1.27698,1.78932,0.46855,0.49541,0.49868,0.35708,0.22849,0.23028,short
0.1,32.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.28204,1.28217,1.83011,0.46987,0.49792,0.50134,0.35865,0.2243,0.22617,short
0.1,40.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.28979,1.28988,1.89543,0.47179,0.5017,0.50534,0.36107,0.21787,0.21986,short
0.1,48.0,2.0,50.0,20,exponential,sim006_10,1,150,1500,1.29531,1.29536,1.9456,0.47314,0.50441,0.50824,0.36287,0.21315,0.21522,short
0.15,4.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.21806,1.21695,1.34118,0.45616,0.46719,0.46676,0.33313,0.28803,0.28822,short
0.15,12.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.35586,1.35312,1.86106,0.49948,0.53071,0.52971,0.35313,0.23105,0.23156,short
0.15,20.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.40073,1.39732,2.17282,0.51218,0.55338,0.55243,0.36257,0.20484,0.2056,short
0.15,28.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.42392,1.42012,2.39063,0.5184,0.56576,0.56503,0.36814,0.18958,0.19051,short
0.15,32.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.43186,1.42792,2.47782,0.52048,0.57013,0.56953,0.37016,0.18406,0.18507,short
0.15,40.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.4437,1.43955,2.62252,0.52352,0.57682,0.57647,0.37328,0.17556,0.17668,short
0.15,48.0,2.0,50.0,20,exponential,sim006_15,1,150,1500,1.45217,1.44785,2.73846,0.52566,0.58171,0.58162,0.3756,0.16927,0.17049,short
0.2,4.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.29717,1.29541,1.45757,0.48639,0.5006,0.49989,0.33229,0.27852,0.27874,short
0.2,12.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.49053,1.48582,2.16845,0.54958,0.59067,0.58985,0.35346,0.21466,0.21573,short
0.2,20.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.55354,1.5475,2.60279,0.56867,0.62329,0.62306,0.36281,0.18652,0.18825,short
0.2,28.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.58597,1.57913,2.91021,0.57815,0.64116,0.64158,0.36818,0.17042,0.17264,short
0.2,32.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.59706,1.58992,3.03428,0.58133,0.64749,0.64821,0.37011,0.16464,0.16707,short
0.2,40.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.61355,1.60596,3.24157,0.586,0.65714,0.65844,0.37307,0.15578,0.15853,short
0.2,48.0,2.0,50.0,20,exponential,sim006_20,1,150,1500,1.62532,1.61737,3.40898,0.5893,0.66423,0.66603,0.37525,0.14926,0.15227,short
0.25,4.0,2.0,50.0,20,exponential,sim006_25,3,150,1500,1.38697,1.38633,1.56417,0.52192,0.53693,0.53656,0.32675,0.2736,0.27345,short
0.25,12.0,2.0,50.0,20,exponential,sim006_25,3,150,1500,1.66179,1.6596,2.42604,0.61665,0.6634,0.66242,0.34285,0.20971,0.20947,short
0.25,20.0,2.0,50.0,20,exponential,sim006_25,3,150,1500,1.75439,1.75148,2.93438,0.64733,0.71135,0.71002,0.34958,0.18267,0.18247,short
0.25,28.0,2.0,50.0,20,exponential,sim006_25,3,150,1500,1.80229,1.79899,3.28235,0.66295,0.73802,0.73639,0.35331,0.16763,0.16747,short
0.25,32.0,2.0,50.0,20,exponential,sim006_25,3,150,1500,1.81866,1.81522,3.41954,0.66825,0.74751,0.74576,0.35462,0.16233,0.16219,short
